verh;f_p;begin_slice;end_slice; p_n;   p_n+k;    m(S);    e(S);  #(S<F);    f(S);f(S)-3m(S);   stable;    u(S); fne(S);   sum(A)
1.1670814224;13.00172757748;5002;5753;48623;56747;48623;753;288717;632183;486314;         ;56747;583560;17882469694
1.1674927503;13.00172757748;5002;5754;48623;56767;48623;754;289192;632183;486314;         ;56767;583560;17859373769
1.1676161487;13.00172757748;5002;5755;48623;56773;48623;755;289528;632183;486314;         ;56773;583560;17843036441
1.1677395471;13.00172757748;5002;5756;48623;56779;48623;756;289715;632183;486314;         ;56779;583560;17833943940
1.1678218127;13.00172757748;5002;5757;48623;56783;48623;757;289967;632183;486314;         ;56783;583560;17821690944
1.1683154063;13.00172757748;5002;5758;48623;56807;48623;758;290557;632183;486314;         ;56807;583560;17793003374
1.1683565391;13.00172757748;5002;5759;48623;56809;48623;759;290789;632183;486314;         ;56809;583560;17781722838
1.1684388047;13.00172757748;5002;5760;48623;56813;48623;760;290955;632183;486314;         ;56813;583560;17773651420
1.1686033359;13.00172757748;5002;5761;48623;56821;48623;761;291193;632183;486314;         ;56821;583560;17762079146
1.1687267343;13.00172757748;5002;5762;48623;56827;48623;762;291384;632183;486314;         ;56827;583560;17752792153
1.1690557966;13.00172757748;5002;5763;48623;56843;48623;763;291825;632183;486314;         ;56843;583560;17731349410
1.1693437262;13.00172757748;5002;5764;48623;56857;48623;764;292208;632183;486314;         ;56857;583560;17712726801
1.1696727886;13.00172757748;5002;5765;48623;56873;48623;765;292653;632183;486314;         ;56873;583560;17691089566
1.1700429838;13.00172757748;5002;5766;48623;56891;48623;766;293215;632183;486314;         ;56891;583560;17663763440
1.1700841166;13.00172757748;5002;5767;48623;56893;48623;767;293523;632183;486314;         ;56893;583560;17648787556
1.1701663822;13.00172757748;5002;5768;48623;56897;48623;768;293694;632183;486314;         ;56897;583560;17640473023
1.1704131789;13.00172757748;5002;5769;48623;56909;48623;769;294003;632183;486314;         ;56909;583560;17625448516
1.1704543117;13.00172757748;5002;5770;48623;56911;48623;770;294161;632183;486314;         ;56911;583560;17617766082
1.1706599757;13.00172757748;5002;5771;48623;56921;48623;771;294427;632183;486314;         ;56921;583560;17604832364
1.1707011085;13.00172757748;5002;5772;48623;56923;48623;772;294565;632183;486314;         ;56923;583560;17598122390
1.1708245069;13.00172757748;5002;5773;48623;56929;48623;773;294743;632183;486314;         ;56929;583560;17589467496
1.1710713037;13.00172757748;5002;5774;48623;56941;48623;774;295047;632183;486314;         ;56941;583560;17574686104
1.1712769677;13.00172757748;5002;5775;48623;56951;48623;775;295366;632183;486314;         ;56951;583560;17559175367
1.1714003661;13.00172757748;5002;5776;48623;56957;48623;776;295615;632183;486314;         ;56957;583560;17547068240
1.1715237645;13.00172757748;5002;5777;48623;56963;48623;777;295788;632183;486314;         ;56963;583560;17538656461
1.1719350924;13.00172757748;5002;5778;48623;56983;48623;778;296322;632183;486314;         ;56983;583560;17512691779
1.1720584908;13.00172757748;5002;5779;48623;56989;48623;779;296596;632183;486314;         ;56989;583560;17499369077
1.1721407564;13.00172757748;5002;5780;48623;56993;48623;780;296825;632183;486314;         ;56993;583560;17488234410
1.1722641548;13.00172757748;5002;5781;48623;56999;48623;781;297007;632183;486314;         ;56999;583560;17479385024
1.1730456780;13.00172757748;5002;5782;48623;57037;48623;782;297890;632183;486314;         ;57037;583560;17436450915
1.1731279436;13.00172757748;5002;5783;48623;57041;48623;783;298250;632183;486314;         ;57041;583560;17418946635
1.1732513420;13.00172757748;5002;5784;48623;57047;48623;784;298519;632183;486314;         ;57047;583560;17405867048
1.1734981387;13.00172757748;5002;5785;48623;57059;48623;785;298856;632183;486314;         ;57059;583560;17389481097
1.1737860683;13.00172757748;5002;5786;48623;57073;48623;786;299288;632183;486314;         ;57073;583560;17368475961
1.1738683339;13.00172757748;5002;5787;48623;57077;48623;787;299515;632183;486314;         ;57077;583560;17357438540
1.1741151307;13.00172757748;5002;5788;48623;57089;48623;788;299840;632183;486314;         ;57089;583560;17341636065
1.1742796619;13.00172757748;5002;5789;48623;57097;48623;789;300123;632183;486314;         ;57097;583560;17327875756
1.1744853259;13.00172757748;5002;5790;48623;57107;48623;790;300443;632183;486314;         ;57107;583560;17312316396
1.1747321227;13.00172757748;5002;5791;48623;57119;48623;791;300796;632183;486314;         ;57119;583560;17295152477
1.1749789194;13.00172757748;5002;5792;48623;57131;48623;792;301102;632183;486314;         ;57131;583560;17280273839
1.1751434506;13.00172757748;5002;5793;48623;57139;48623;793;301462;632183;486314;         ;57139;583560;17262769559
1.1752257162;13.00172757748;5002;5794;48623;57143;48623;794;301625;632183;486314;         ;57143;583560;17254844010
1.1753491146;13.00172757748;5002;5795;48623;57149;48623;795;301883;632183;486314;         ;57149;583560;17242299276
1.1756370442;13.00172757748;5002;5796;48623;57163;48623;796;302263;632183;486314;         ;57163;583560;17223822536
1.1758427082;13.00172757748;5002;5797;48623;57173;48623;797;302556;632183;486314;         ;57173;583560;17209575997
1.1759661066;13.00172757748;5002;5798;48623;57179;48623;798;302829;632183;486314;         ;57179;583560;17196301918
1.1762129034;13.00172757748;5002;5799;48623;57191;48623;799;303139;632183;486314;         ;57191;583560;17181228788
1.1762540362;13.00172757748;5002;5800;48623;57193;48623;800;303355;632183;486314;         ;57193;583560;17170726220
1.1764597001;13.00172757748;5002;5801;48623;57203;48623;801;303592;632183;486314;         ;57203;583560;17159202569
1.1768298953;13.00172757748;5002;5802;48623;57221;48623;802;304058;632183;486314;         ;57221;583560;17136544251
1.1768710281;13.00172757748;5002;5803;48623;57223;48623;803;304303;632183;486314;         ;57223;583560;17124631616
1.1772412233;13.00172757748;5002;5804;48623;57241;48623;804;304734;632183;486314;         ;57241;583560;17103675103
1.1774468873;13.00172757748;5002;5805;48623;57251;48623;805;305038;632183;486314;         ;57251;583560;17088893711
1.1776114185;13.00172757748;5002;5806;48623;57259;48623;806;305399;632183;486314;         ;57259;583560;17071340808
1.1778170825;13.00172757748;5002;5807;48623;57269;48623;807;305669;632183;486314;         ;57269;583560;17058212598
1.1778582152;13.00172757748;5002;5808;48623;57271;48623;808;305891;632183;486314;         ;57271;583560;17047418292
1.1781050120;13.00172757748;5002;5809;48623;57283;48623;809;306195;632183;486314;         ;57283;583560;17032636900
1.1781872776;13.00172757748;5002;5810;48623;57287;48623;810;306393;632183;486314;         ;57287;583560;17023009546
1.1784752072;13.00172757748;5002;5811;48623;57301;48623;811;306747;632183;486314;         ;57301;583560;17005797004
1.1790510664;13.00172757748;5002;5812;48623;57329;48623;812;307442;632183;486314;         ;57329;583560;16972004019
1.1790921992;13.00172757748;5002;5813;48623;57331;48623;813;307764;632183;486314;         ;57331;583560;16956347413
1.1794212615;13.00172757748;5002;5814;48623;57347;48623;814;308167;632183;486314;         ;57347;583560;16936752344
1.1794623943;13.00172757748;5002;5815;48623;57349;48623;815;308398;632183;486314;         ;57349;583560;16925520431
1.1798325895;13.00172757748;5002;5816;48623;57367;48623;816;308768;632183;486314;         ;57367;583560;16907529921
1.1799559879;13.00172757748;5002;5817;48623;57373;48623;817;309102;632183;486314;         ;57373;583560;16891289839
1.1801616519;13.00172757748;5002;5818;48623;57383;48623;818;309445;632183;486314;         ;57383;583560;16874612150
1.1802850503;13.00172757748;5002;5819;48623;57389;48623;819;309680;632183;486314;         ;57389;583560;16863185745
1.1804495815;13.00172757748;5002;5820;48623;57397;48623;820;309930;632183;486314;         ;57397;583560;16851029995
1.1807786439;13.00172757748;5002;5821;48623;57413;48623;821;310328;632183;486314;         ;57413;583560;16831678041
1.1810665734;13.00172757748;5002;5822;48623;57427;48623;822;310783;632183;486314;         ;57427;583560;16809554576
1.1816835654;13.00172757748;5002;5823;48623;57457;48623;823;311483;632183;486314;         ;57457;583560;16775518476
1.1818892294;13.00172757748;5002;5824;48623;57467;48623;824;311919;632183;486314;         ;57467;583560;16754318848
1.1823005573;12.00172757748;5002;5825;48623;57487;48623;825;263751;583560;437691;         ;57487;583560;16732195383
1.1824239557;12.00172757748;5002;5826;48623;57493;48623;826;264215;583560;437691;         ;57493;583560;16709634311
1.1826296197;12.00172757748;5002;5827;48623;57503;48623;827;264487;583560;437691;         ;57503;583560;16696408855
1.1831232133;12.00172757748;5002;5828;48623;57527;48623;828;264998;583560;437691;         ;57527;583560;16671562502
1.1831643461;12.00172757748;5002;5829;48623;57529;48623;829;265265;583560;437691;         ;57529;583560;16658580161
1.1837402053;12.00172757748;5002;5830;48623;57557;48623;830;265766;583560;437691;         ;57557;583560;16634220038
1.1837813380;12.00172757748;5002;5831;48623;57559;48623;831;266015;583560;437691;         ;57559;583560;16622112911
1.1840281348;12.00172757748;5002;5832;48623;57571;48623;832;266342;583560;437691;         ;57571;583560;16606213190
1.1843571972;12.00172757748;5002;5833;48623;57587;48623;833;266681;583560;437691;         ;57587;583560;16589729993
1.1844805956;12.00172757748;5002;5834;48623;57593;48623;834;266968;583560;437691;         ;57593;583560;16575775192
1.1846451268;12.00172757748;5002;5835;48623;57601;48623;835;267193;583560;437691;         ;57601;583560;16564835017
1.1853855171;12.00172757748;5002;5836;48623;57637;48623;836;267834;583560;437691;         ;57637;583560;16533667674
1.1854677827;12.00172757748;5002;5837;48623;57641;48623;837;268205;583560;437691;         ;57641;583560;16515628541
1.1856323139;12.00172757748;5002;5838;48623;57649;48623;838;268427;583560;437691;         ;57649;583560;16504834235
1.1857145795;12.00172757748;5002;5839;48623;57653;48623;839;268560;583560;437691;         ;57653;583560;16498367376
1.1860025091;12.00172757748;5002;5840;48623;57667;48623;840;268963;583560;437691;         ;57667;583560;16478772307
1.1862493059;12.00172757748;5002;5841;48623;57679;48623;841;269238;583560;437691;         ;57679;583560;16465400982
1.1864549699;12.00172757748;5002;5842;48623;57689;48623;842;269558;583560;437691;         ;57689;583560;16449841622
1.1866195011;12.00172757748;5002;5843;48623;57697;48623;843;269801;583560;437691;         ;57697;583560;16438026233
1.1868662978;12.00172757748;5002;5844;48623;57709;48623;844;270082;583560;437691;         ;57709;583560;16424363170
1.1869485634;12.00172757748;5002;5845;48623;57713;48623;845;270259;583560;437691;         ;57713;583560;16415756899
1.1870719618;12.00172757748;5002;5846;48623;57719;48623;846;270459;583560;437691;         ;57719;583560;16406032299
1.1872364930;12.00172757748;5002;5847;48623;57727;48623;847;270659;583560;437691;         ;57727;583560;16396307699
1.1873187586;12.00172757748;5002;5848;48623;57731;48623;848;270791;583560;437691;         ;57731;583560;16389889463
1.1874421570;12.00172757748;5002;5849;48623;57737;48623;849;270958;583560;437691;         ;57737;583560;16381769422
1.1877300866;12.00172757748;5002;5850;48623;57751;48623;850;271266;583560;437691;         ;57751;583560;16366793538
1.1881825474;12.00172757748;5002;5851;48623;57773;48623;851;271753;583560;437691;         ;57773;583560;16343114137
1.1883470785;12.00172757748;5002;5852;48623;57781;48623;852;272045;583560;437691;         ;57781;583560;16328916221
1.1884704769;12.00172757748;5002;5853;48623;57787;48623;853;272272;583560;437691;         ;57787;583560;16317878800
1.1885527425;12.00172757748;5002;5854;48623;57791;48623;854;272434;583560;437691;         ;57791;583560;16310001874
1.1885938753;12.00172757748;5002;5855;48623;57793;48623;855;272518;583560;437691;         ;57793;583560;16305917542
1.1887995393;12.00172757748;5002;5856;48623;57803;48623;856;272740;583560;437691;         ;57803;583560;16295123236
1.1889229377;12.00172757748;5002;5857;48623;57809;48623;857;272896;583560;437691;         ;57809;583560;16287538048
1.1893342657;12.00172757748;5002;5858;48623;57829;48623;858;273331;583560;437691;         ;57829;583560;16266387043
1.1895399297;12.00172757748;5002;5859;48623;57839;48623;859;273593;583560;437691;         ;57839;583560;16253647817
1.1897044609;12.00172757748;5002;5860;48623;57847;48623;860;273880;583560;437691;         ;57847;583560;16239693016
1.1898278592;12.00172757748;5002;5861;48623;57853;48623;861;274087;583560;437691;         ;57853;583560;16229628055
1.1899512576;12.00172757748;5002;5862;48623;57859;48623;862;274228;583560;437691;         ;57859;583560;16222772212
1.1904037184;12.00172757748;5002;5863;48623;57881;48623;863;274703;583560;437691;         ;57881;583560;16199676287
1.1907739136;12.00172757748;5002;5864;48623;57899;48623;864;275141;583560;437691;         ;57899;583560;16178379413
1.1908150464;12.00172757748;5002;5865;48623;57901;48623;865;275378;583560;437691;         ;57901;583560;16166855762
1.1911441088;12.00172757748;5002;5866;48623;57917;48623;866;275684;583560;437691;         ;57917;583560;16151977124
1.1912675071;12.00172757748;5002;5867;48623;57923;48623;867;275930;583560;437691;         ;57923;583560;16140015866
1.1916788351;12.00172757748;5002;5868;48623;57943;48623;868;276356;583560;437691;         ;57943;583560;16119302468
1.1917611007;12.00172757748;5002;5869;48623;57947;48623;869;276602;583560;437691;         ;57947;583560;16107341210
1.1922958271;12.00172757748;5002;5870;48623;57973;48623;870;277097;583560;437691;         ;57973;583560;16083272825
1.1923780927;12.00172757748;5002;5871;48623;57977;48623;871;277351;583560;437691;         ;57977;583560;16070922583
1.1926660223;12.00172757748;5002;5872;48623;57991;48623;872;277719;583560;437691;         ;57991;583560;16053029319
1.1931184830;12.00172757748;5002;5873;48623;58013;48623;873;278166;583560;437691;         ;58013;583560;16031294838
1.1934064126;12.00172757748;5002;5874;48623;58027;48623;874;278579;583560;437691;         ;58027;583560;16011213539
1.1934886782;12.00172757748;5002;5875;48623;58031;48623;875;278833;583560;437691;         ;58031;583560;15998863297
1.1937354750;12.00172757748;5002;5876;48623;58043;48623;876;279148;583560;437691;         ;58043;583560;15983547052
1.1938588734;12.00172757748;5002;5877;48623;58049;48623;877;279337;583560;437691;         ;58049;583560;15974357305
1.1940234046;12.00172757748;5002;5878;48623;58057;48623;878;279584;583560;437691;         ;58057;583560;15962347424
1.1941056702;12.00172757748;5002;5879;48623;58061;48623;879;279723;583560;437691;         ;58061;583560;15955588827
1.1942290685;12.00172757748;5002;5880;48623;58067;48623;880;279889;583560;437691;         ;58067;583560;15947517409
1.1943524669;12.00172757748;5002;5881;48623;58073;48623;881;280030;583560;437691;         ;58073;583560;15940661566
1.1948871933;12.00172757748;5002;5882;48623;58099;48623;882;280587;583560;437691;         ;58099;583560;15913578555
1.1950928573;12.00172757748;5002;5883;48623;58109;48623;883;280896;583560;437691;         ;58109;583560;15898554048
1.1951339901;12.00172757748;5002;5884;48623;58111;48623;884;281098;583560;437691;         ;58111;583560;15888732202
1.1955041853;12.00172757748;5002;5885;48623;58129;48623;885;281445;583560;437691;         ;58129;583560;15871860021
1.1958743804;12.00172757748;5002;5886;48623;58147;48623;886;281813;583560;437691;         ;58147;583560;15853966757
1.1959566460;12.00172757748;5002;5887;48623;58151;48623;887;282123;583560;437691;         ;58151;583560;15838893627
1.1959977788;12.00172757748;5002;5888;48623;58153;48623;888;282247;583560;437691;         ;58153;583560;15832864375
1.1963268412;12.00172757748;5002;5889;48623;58169;48623;889;282569;583560;437691;         ;58169;583560;15817207769
